#{"t_start": 1778387410.9525952, "env_id": "None"}
r,l,t
187.564895,422,141.385745
187.553593,484,142.046199
20.440778,83,142.161998
187.572058,397,143.205736
187.533843,418,143.741489
187.304613,380,144.223958
187.60544,446,144.829742
187.526495,352,145.278571
45.147733,112,145.959324
187.441007,417,146.552439
187.536903,364,147.019687
187.511319,411,147.546502
187.313121,346,147.988967
187.382661,421,148.528863
69.226244,131,149.214443
187.302125,332,149.649583
187.357254,423,150.19924
187.47686,389,150.705032
187.560454,370,151.209172
187.56626,383,151.711099
187.375086,368,152.747131
187.487638,393,153.247035
38.765549,106,153.374794
72.376658,165,153.592905
187.429023,392,154.098443
187.541796,355,154.540596
187.584641,341,155.490137
187.477872,370,155.995049
187.583395,416,156.562567
53.407839,110,156.725978
156.978733,342,157.187647
187.609903,418,157.707452
187.564621,367,158.241659
187.409112,403,159.294945
134.103204,274,159.651695
36.500836,104,159.796479
187.389266,433,160.344347
187.460112,362,160.802622
112.879109,216,161.095955
187.584068,448,162.289452
47.376707,115,162.426599
187.569033,348,162.88474
187.437175,339,163.315068
187.471039,416,163.851039
43.076782,123,164.009407
121.994815,227,164.306612
187.492877,427,165.408382
45.413303,125,165.568146
187.593658,364,166.034411
187.380543,387,166.508832
187.406918,366,167.02201
34.641473,98,167.176978
187.36682,347,167.636057
187.392819,344,168.607802
187.437722,383,169.108934
187.347269,359,169.56057
187.575573,351,170.024924
187.546336,361,170.488912
187.567664,359,170.939998
187.502513,383,171.971197
187.462023,357,172.443996
187.455323,386,172.939
66.218306,149,173.131102
187.548192,393,173.673543
187.56718,407,174.20079
187.489236,356,175.204088
86.87534,166,175.419048
187.57199,393,175.925768
187.525324,332,176.354409
137.925697,235,176.650433
187.328263,367,177.165981
187.456459,360,178.135517
141.662615,247,178.48044
187.539298,312,178.882126
187.529544,405,179.391125
187.463262,368,179.859058
187.485094,385,180.363366
77.696029,150,180.556293
187.581923,369,181.562065
187.391726,323,181.987561
40.946317,96,182.142859
24.528313,83,182.247572
187.561642,362,182.73299
67.500414,158,182.940408
187.507048,335,183.371541
187.54865,338,183.803117
139.971724,265,184.675901
187.54723,310,185.060447
187.578191,312,185.457721
187.241651,306,185.8567
187.459403,358,186.319642
187.525517,345,186.760066
78.440729,145,186.950432
30.177257,87,187.063056
65.800987,146,187.846123
15.351504,66,187.936303
187.5281,333,188.375805
187.292028,327,188.78463
187.551444,324,189.204696
187.508478,313,189.618033
23.96345,70,189.72116
187.524722,362,190.193887
187.580283,331,191.144013
45.151487,106,191.284928
70.992968,137,191.476115
187.481694,329,191.889768
187.580947,325,192.334064
187.577822,342,192.805881
187.509634,329,193.222885
187.529818,306,194.130659
187.50748,370,194.608618
44.735224,106,194.761277
187.466005,303,195.156994
187.538572,355,195.624578
187.473887,312,196.03652
44.890131,121,196.189735
187.499283,356,196.65041
187.528696,317,197.622141
34.041652,103,197.763721
43.677705,101,197.906229
187.457363,329,198.381394
187.523884,345,198.813603
187.496642,343,199.27076
187.38288,333,199.696409
92.970897,189,199.945153
107.271418,178,200.701771
187.592598,312,201.11181
187.5837,297,201.48034
187.442511,290,201.863682
187.500791,291,202.24169
187.555652,298,202.654993
187.600551,370,203.171638
187.491511,356,204.205105
187.366945,310,204.603909
187.532024,331,205.031565
187.428095,287,205.414376
25.710761,81,205.520202
99.240629,173,205.746543
75.459184,143,205.937486
187.569289,331,206.363151
131.390597,226,207.166167
187.560332,310,207.566562
90.550223,155,207.782627
43.399006,114,207.9466
187.485597,295,208.339542
137.194166,214,208.605355
60.27705,133,208.796142
47.302546,97,208.940895
187.54138,326,209.366596
7.392485,50,209.430656
140.795964,212,209.713342
187.500994,349,210.677257
105.606481,178,210.896026
